airbnb_neighbourhood_group,airbnb_neighbourhood,airbnb_lat,airbnb_long
Brooklyn,Greenpoint,40.73307,-73.95275
Manhattan,East Harlem,40.79757,-73.93851
Manhattan,Chinatown,40.71601,-73.99171
Manhattan,Upper East Side,40.77625,-73.95495
Brooklyn,Flatbush,40.64813,-73.9589
Brooklyn,Prospect-Lefferts Gardens,40.65543,-73.95674
Manhattan,Roosevelt Island,40.7611,-73.95015
Queens,Astoria,40.76522,-73.92438
Queens,East Elmhurst,40.76537,-73.87639
Queens,Elmhurst,40.74586,-73.88409
Queens,Richmond Hill,40.68932,-73.82047
Manhattan,Harlem,40.81426,-73.95152
Brooklyn,Bedford-Stuyvesant,40.69687,-73.94111
Queens,Astoria,40.76354,-73.91341
Queens,Flushing,40.76245,-73.8238
Brooklyn,Williamsburg,40.70572,-73.93823
Manhattan,East Harlem,40.78744,-73.94319
Brooklyn,Crown Heights,40.67685,-73.93141
Queens,Astoria,40.7723,-73.9281
Manhattan,Harlem,40.79998,-73.95633
Manhattan,Midtown,40.76432,-73.98075
Brooklyn,Gowanus,40.67773,-73.98312
Brooklyn,Gowanus,40.6784,-73.98447
Brooklyn,Bushwick,40.68782,-73.9189
Brooklyn,Williamsburg,40.7023,-73.9419
Brooklyn,Gowanus,40.67704,-73.9846
Brooklyn,Gowanus,40.67726,-73.9837
Brooklyn,Gowanus,40.67787,-73.98635
Manhattan,Murray Hill,40.75008,-73.97752
Manhattan,SoHo,40.72735,-74.00131
Manhattan,Harlem,40.80759,-73.95464
Manhattan,Hell's Kitchen,40.76042,-73.99032
Manhattan,Washington Heights,40.84344,-73.93922
Brooklyn,Bedford-Stuyvesant,40.69065,-73.95929
Manhattan,West Village,40.73811,-74.00348
Manhattan,Midtown,40.7436,-73.98573
Queens,East Elmhurst,40.76419,-73.87498
Manhattan,West Village,40.73253,-74.00859
Brooklyn,Bedford-Stuyvesant,40.69507,-73.93354
Queens,Elmhurst,40.74361,-73.87732
Manhattan,Roosevelt Island,40.76858,-73.94436
Queens,Ditmars Steinway,40.77051,-73.90944
Brooklyn,Greenpoint,40.72728,-73.95313
Manhattan,Chelsea,40.74927,-74.00122
Brooklyn,Bushwick,40.70039,-73.93009
Queens,Astoria,40.77118,-73.92548
Brooklyn,Borough Park,40.63294,-73.99475
Queens,Ditmars Steinway,40.77323,-73.91796
Manhattan,East Village,40.73127,-73.98729
Manhattan,Lower East Side,40.71991,-73.98832
Manhattan,Upper East Side,40.77154,-73.94968
Brooklyn,Park Slope,40.67913,-73.97477
Brooklyn,Williamsburg,40.71284,-73.94805
Brooklyn,Clinton Hill,40.68173,-73.96703
Brooklyn,Williamsburg,40.71822,-73.93996
Brooklyn,Bedford-Stuyvesant,40.68885,-73.95296
Brooklyn,Bushwick,40.68187,-73.90815
Manhattan,Inwood,40.86144,-73.92423
Manhattan,Midtown,40.75184,-73.97198
Brooklyn,Williamsburg,40.71515,-73.95231
Brooklyn,Bushwick,40.68885,-73.91353
Brooklyn,Crown Heights,40.6736,-73.95043
Manhattan,Financial District,40.70758,-74.00409
Queens,Richmond Hill,40.68683,-73.82743
Manhattan,Midtown,40.75341,-73.97313
Manhattan,Theater District,40.75493,-73.98618
Brooklyn,Bedford-Stuyvesant,40.68691,-73.91798
Manhattan,Midtown,40.76119,-73.97005
Brooklyn,South Slope,40.66794,-73.98638
Brooklyn,Clinton Hill,40.69513,-73.96245
Brooklyn,Flatbush,40.64495,-73.9576
Manhattan,Tribeca,40.71735,-74.00605
Brooklyn,Prospect-Lefferts Gardens,40.6627,-73.95196
Queens,Long Island City,40.75982,-73.93138
Brooklyn,Bedford-Stuyvesant,40.68679,-73.9495
Manhattan,Upper West Side,40.79572,-73.96781
Manhattan,Hell's Kitchen,40.75979,-73.98953
Brooklyn,Boerum Hill,40.6853,-73.98804
Brooklyn,Bushwick,40.68949,-73.90575
Manhattan,Theater District,40.75817,-73.98886
Manhattan,Hell's Kitchen,40.76321,-73.98775
Queens,Far Rockaway,40.60273,-73.75466
Manhattan,Chelsea,40.73858,-73.99651
Manhattan,Upper East Side,40.77084,-73.94956
Manhattan,Kips Bay,40.74381,-73.97944
Queens,Jamaica,40.6741,-73.79775
Brooklyn,Bay Ridge,40.62848,-74.03077
Manhattan,Upper West Side,40.78165,-73.9749
Brooklyn,Crown Heights,40.67177,-73.93947
Bronx,Soundview,40.82739,-73.88176
Manhattan,Murray Hill,40.74661,-73.97698
Brooklyn,Bedford-Stuyvesant,40.67871,-73.92678
Brooklyn,Gowanus,40.6771,-73.98449
Bronx,Kingsbridge,40.8739,-73.90364
Brooklyn,Williamsburg,40.71353,-73.94337
Manhattan,Morningside Heights,40.80485,-73.96345
Brooklyn,Crown Heights,40.67163,-73.93399
Manhattan,Hell's Kitchen,40.76333,-73.98905
Brooklyn,Williamsburg,40.71204,-73.95245
Manhattan,Midtown,40.75232,-73.9689
Bronx,Port Morris,40.80024,-73.91422
Brooklyn,Crown Heights,40.67307,-73.95236
Queens,Sunnyside,40.74508,-73.92198
Brooklyn,Williamsburg,40.71733,-73.95028
Brooklyn,Bushwick,40.69077,-73.9133
Brooklyn,Boerum Hill,40.6882,-73.98999
Brooklyn,Bushwick,40.69871,-73.9361
Brooklyn,Bedford-Stuyvesant,40.68104,-73.94031
Brooklyn,South Slope,40.66724,-73.99023
Brooklyn,Bushwick,40.70424,-73.9199
Brooklyn,Gowanus,40.67893,-73.98365
Brooklyn,Gowanus,40.6779,-73.98459
Brooklyn,Williamsburg,40.7134,-73.94833
Brooklyn,Flatlands,40.6197,-73.94426
Brooklyn,Windsor Terrace,40.65325,-73.97868
Brooklyn,Williamsburg,40.71171,-73.95491
Brooklyn,Gowanus,40.67727,-73.9838
Manhattan,Harlem,40.81532,-73.95359
Manhattan,East Harlem,40.79746,-73.93513
Manhattan,West Village,40.7349,-74.00618
Manhattan,Chelsea,40.74918,-74.00369
Manhattan,Lower East Side,40.7209,-73.98909
Brooklyn,Prospect-Lefferts Gardens,40.65903,-73.96036
Manhattan,East Village,40.73025,-73.9861
Manhattan,Harlem,40.8041,-73.95261
Brooklyn,Bay Ridge,40.63014,-74.03126
Manhattan,Hell's Kitchen,40.76447,-73.99056
Manhattan,Lower East Side,40.72317,-73.99084
Brooklyn,Williamsburg,40.70892,-73.96584
Brooklyn,Greenpoint,40.72379,-73.9416
Brooklyn,Bushwick,40.70075,-73.92422
Manhattan,East Harlem,40.80255,-73.94349
Manhattan,Midtown,40.74739,-73.98344
Brooklyn,Williamsburg,40.70255,-73.94408
Brooklyn,Bedford-Stuyvesant,40.69355,-73.95197
Brooklyn,Bushwick,40.69475,-73.91507
Manhattan,Lower East Side,40.71172,-73.98665
Brooklyn,Bushwick,40.69398,-73.90719
Brooklyn,Bedford-Stuyvesant,40.6926,-73.94076
Brooklyn,Crown Heights,40.67504,-73.93956
Manhattan,Chelsea,40.73936,-73.99753
Brooklyn,Williamsburg,40.71212,-73.94011
Manhattan,Greenwich Village,40.73539,-73.99547
Brooklyn,Williamsburg,40.71622,-73.94462
Brooklyn,Brighton Beach,40.57872,-73.96009
Manhattan,East Village,40.7253,-73.98861
Manhattan,SoHo,40.72224,-74.00356
Manhattan,Nolita,40.72224,-73.99438
Brooklyn,Brownsville,40.67528,-73.906
Brooklyn,Bedford-Stuyvesant,40.69131,-73.93387
Manhattan,Harlem,40.8029,-73.95576
Manhattan,Nolita,40.72389,-73.9954
Brooklyn,Bushwick,40.69267,-73.9218
Manhattan,Civic Center,40.71237,-74.00747
Brooklyn,Greenpoint,40.72672,-73.94715
Queens,Arverne,40.58793,-73.79268
Brooklyn,Williamsburg,40.71642,-73.96459
Brooklyn,Crown Heights,40.67728,-73.95676
Brooklyn,Williamsburg,40.71015,-73.94672
Brooklyn,Williamsburg,40.72085,-73.95723
Manhattan,Harlem,40.82277,-73.9555
Manhattan,Gramercy,40.73878,-73.9839
Brooklyn,Greenpoint,40.72539,-73.95473
Brooklyn,Crown Heights,40.67405,-73.94419
Manhattan,Lower East Side,40.7128,-73.99045
Staten Island,Randall Manor,40.63108,-74.12512
Brooklyn,Sunset Park,40.66222,-73.99567
Manhattan,Gramercy,40.73716,-73.98835
Manhattan,Upper East Side,40.7745,-73.94844
Brooklyn,East New York,40.66379,-73.89127
Brooklyn,Williamsburg,40.71271,-73.94284
Manhattan,Harlem,40.8262,-73.95035
Brooklyn,Williamsburg,40.71157,-73.94308
Manhattan,West Village,40.73144,-74.00388
Brooklyn,Clinton Hill,40.68165,-73.96006
Queens,Astoria,40.76017,-73.90945
Brooklyn,Fort Greene,40.68286,-73.97134
Brooklyn,Greenpoint,40.72549,-73.94453
Manhattan,Hell's Kitchen,40.76535,-73.98765
Brooklyn,Bedford-Stuyvesant,40.69407,-73.94275
Brooklyn,Crown Heights,40.67288,-73.95444
Manhattan,Chelsea,40.75172,-73.99784
Manhattan,NoHo,40.72705,-73.9933
Manhattan,Hell's Kitchen,40.769,-73.98757
Manhattan,Hell's Kitchen,40.76978,-73.98936
Manhattan,Midtown,40.75288,-73.98526
Brooklyn,Bushwick,40.70401,-73.92629
Brooklyn,Clinton Hill,40.68318,-73.96624
Brooklyn,Gowanus,40.67943,-73.98387
Brooklyn,Crown Heights,40.67068,-73.95764
Manhattan,Upper West Side,40.80257,-73.96725
Queens,Richmond Hill,40.70231,-73.82722
Brooklyn,Flatbush,40.64215,-73.95685
Brooklyn,East Flatbush,40.6467,-73.94841
Brooklyn,Cypress Hills,40.68514,-73.87333
Manhattan,Hell's Kitchen,40.75835,-73.99065
Manhattan,East Harlem,40.79748,-73.948
Manhattan,Financial District,40.70518,-74.00881
Manhattan,Hell's Kitchen,40.75289,-73.99403
Manhattan,Kips Bay,40.74421,-73.98007
Brooklyn,Williamsburg,40.71382,-73.94385
Queens,Astoria,40.76552,-73.92576
Manhattan,Upper West Side,40.79917,-73.96795
Brooklyn,Mill Basin,40.61224,-73.91854
Manhattan,Chelsea,40.74624,-73.99273
Manhattan,Upper East Side,40.77885,-73.95756
Brooklyn,Cobble Hill,40.68719,-73.99384
Manhattan,East Village,40.72732,-73.98056
Manhattan,Hell's Kitchen,40.76084,-73.99899
Manhattan,Upper West Side,40.78707,-73.9769
Brooklyn,Carroll Gardens,40.67912,-74.00227
Manhattan,Hell's Kitchen,40.76691,-73.98545
Brooklyn,Prospect Heights,40.67487,-73.96409
Manhattan,East Harlem,40.8009,-73.94333
Brooklyn,Bedford-Stuyvesant,40.68507,-73.92612
Manhattan,East Harlem,40.80219,-73.94383
Queens,Flushing,40.76483,-73.79583
Manhattan,Midtown,40.75741,-73.98126
Manhattan,Harlem,40.82204,-73.94293
Manhattan,Upper East Side,40.77995,-73.95621
Manhattan,Two Bridges,40.70992,-74.00102
Brooklyn,Greenpoint,40.7249,-73.94105
Manhattan,Gramercy,40.73433,-73.98371
Brooklyn,Greenpoint,40.73388,-73.95536
Brooklyn,Bedford-Stuyvesant,40.68416,-73.93176
Manhattan,Upper West Side,40.78761,-73.96862
Brooklyn,Bushwick,40.69234,-73.90889
Queens,Ridgewood,40.69587,-73.9045
Brooklyn,Bedford-Stuyvesant,40.69004,-73.92793
Brooklyn,Bushwick,40.69159,-73.91235
Manhattan,Harlem,40.81083,-73.95248
Brooklyn,East Flatbush,40.65046,-73.93633
Manhattan,Harlem,40.82237,-73.94617
Manhattan,East Harlem,40.80481,-73.93812
Brooklyn,Flatbush,40.65318,-73.96253
Queens,Woodside,40.74434,-73.91108
Manhattan,Harlem,40.82252,-73.94597
Manhattan,Kips Bay,40.74478,-73.97968
Brooklyn,Fort Greene,40.69222,-73.97157
Brooklyn,Bushwick,40.70221,-73.91419
Brooklyn,Bushwick,40.69671,-73.92577
Manhattan,Gramercy,40.73297,-73.98435
Queens,Long Island City,40.75797,-73.92908
Queens,Elmhurst,40.74152,-73.87633
Manhattan,Roosevelt Island,40.76211,-73.94887
Manhattan,Nolita,40.72203,-73.99564
Brooklyn,Bushwick,40.69264,-73.90485
Brooklyn,Williamsburg,40.71222,-73.93983
Manhattan,Hell's Kitchen,40.76656,-73.98848
Brooklyn,Carroll Gardens,40.67617,-74.00107
Brooklyn,Clinton Hill,40.68182,-73.9659
Manhattan,Washington Heights,40.84399,-73.94228
Brooklyn,Crown Heights,40.67238,-73.95222
Queens,Woodside,40.75247,-73.90033
Manhattan,Washington Heights,40.84754,-73.93229
Brooklyn,Bushwick,40.68571,-73.91317
Manhattan,Midtown,40.76583,-73.98087
Manhattan,Washington Heights,40.85677,-73.92986
Brooklyn,Flatbush,40.64066,-73.9664
Manhattan,Harlem,40.80427,-73.9506
Brooklyn,Bushwick,40.68751,-73.91194
Manhattan,Harlem,40.80756,-73.94886
Brooklyn,East New York,40.67471,-73.88905
Brooklyn,Bedford-Stuyvesant,40.68884,-73.92222
Manhattan,Midtown,40.75348,-73.97189
Brooklyn,Williamsburg,40.7113,-73.9573
Brooklyn,South Slope,40.66615,-73.98747
Queens,Astoria,40.77205,-73.92997
Manhattan,Harlem,40.81876,-73.9536
Brooklyn,Park Slope,40.67149,-73.97957
Brooklyn,Williamsburg,40.70843,-73.94479
Queens,Elmhurst,40.73867,-73.87144
Queens,Astoria,40.75694,-73.92558
Brooklyn,Williamsburg,40.71603,-73.95749
Brooklyn,Cobble Hill,40.68831,-73.99159
Queens,Long Island City,40.75135,-73.94281
Manhattan,Upper West Side,40.80259,-73.96446
Brooklyn,Flatbush,40.63359,-73.94915
Manhattan,Midtown,40.76581,-73.98235
Manhattan,Lower East Side,40.71465,-73.98914
Manhattan,Harlem,40.82932,-73.94563
Brooklyn,Bushwick,40.69699,-73.91531
Brooklyn,Crown Heights,40.67712,-73.95132
Manhattan,Midtown,40.75292,-73.96386
Brooklyn,Midwood,40.61609,-73.95893
Brooklyn,Bedford-Stuyvesant,40.69106,-73.93707
Manhattan,East Village,40.72937,-73.98482
Brooklyn,Bedford-Stuyvesant,40.6798,-73.93857
Manhattan,East Harlem,40.80589,-73.9414
Bronx,Soundview,40.82668,-73.8822
Brooklyn,Crown Heights,40.6717,-73.93593
Queens,Flushing,40.7467,-73.83456
Manhattan,Midtown,40.75417,-73.96556
Manhattan,Upper West Side,40.78623,-73.98146
Queens,St. Albans,40.69863,-73.74941
Brooklyn,Williamsburg,40.71671,-73.94069
Bronx,Mount Hope,40.84572,-73.91023
Manhattan,Upper West Side,40.79119,-73.9782
Brooklyn,Bushwick,40.69911,-73.92843
Brooklyn,Cobble Hill,40.68828,-73.99821
Manhattan,Upper West Side,40.78608,-73.97252
Manhattan,East Village,40.73029,-73.98439
Brooklyn,Bushwick,40.70062,-73.93103
Manhattan,East Village,40.72434,-73.99099
Brooklyn,Clinton Hill,40.68827,-73.96583
Manhattan,Upper West Side,40.78313,-73.97555
Manhattan,Upper West Side,40.79971,-73.96037
Brooklyn,East New York,40.66269,-73.8825
Manhattan,Harlem,40.82442,-73.9485
Brooklyn,Crown Heights,40.67473,-73.91424
Brooklyn,Greenpoint,40.73284,-73.95919
Brooklyn,Bushwick,40.70429,-73.91688
Manhattan,Midtown,40.74669,-73.98311
Queens,Flushing,40.76561,-73.79576
Queens,Astoria,40.76106,-73.9078
Queens,Flushing,40.76572,-73.79629
Queens,Flushing,40.76355,-73.79461
Manhattan,Lower East Side,40.71983,-73.9877
Manhattan,Hell's Kitchen,40.7668,-73.98428
Bronx,Morrisania,40.82496,-73.91389
Queens,Elmhurst,40.74113,-73.88769
Manhattan,Upper West Side,40.79176,-73.96717
Brooklyn,Bedford-Stuyvesant,40.68522,-73.94512
Manhattan,East Harlem,40.8014,-73.94386
Brooklyn,Prospect-Lefferts Gardens,40.66302,-73.95155
Brooklyn,Boerum Hill,40.68632,-73.98903
Brooklyn,East New York,40.6729,-73.88902
Queens,Sunnyside,40.73688,-73.91945
Brooklyn,Crown Heights,40.67019,-73.93996
Brooklyn,Bushwick,40.68727,-73.90702
Manhattan,Washington Heights,40.8411,-73.93751
Brooklyn,Carroll Gardens,40.67832,-73.99803
Manhattan,Chinatown,40.71467,-73.99239
Brooklyn,Williamsburg,40.70781,-73.94375
Brooklyn,Bensonhurst,40.61224,-73.98563
Manhattan,Upper East Side,40.77176,-73.94943
Brooklyn,Greenpoint,40.72915,-73.95813
Manhattan,Upper West Side,40.78726,-73.96867
Queens,Elmhurst,40.74475,-73.88266
Brooklyn,Fort Greene,40.6978,-73.97682
Manhattan,Upper West Side,40.77244,-73.98043
Manhattan,Murray Hill,40.74873,-73.97664
Manhattan,Lower East Side,40.71542,-73.98403
Manhattan,Upper East Side,40.77775,-73.94957
Manhattan,Harlem,40.82887,-73.9487
Queens,College Point,40.7806,-73.84198
Manhattan,Washington Heights,40.84345,-73.94079
Manhattan,Upper West Side,40.79722,-73.96205
Brooklyn,Williamsburg,40.71305,-73.95995
Manhattan,Harlem,40.82393,-73.93947
Brooklyn,Williamsburg,40.71793,-73.95772
Manhattan,Murray Hill,40.74696,-73.9746
Brooklyn,Park Slope,40.67812,-73.9771
Brooklyn,Clinton Hill,40.6938,-73.96963
Brooklyn,Dyker Heights,40.62643,-74.0072
Queens,Jackson Heights,40.75153,-73.88964
Brooklyn,Williamsburg,40.71816,-73.95031
Brooklyn,Williamsburg,40.71811,-73.94414
Brooklyn,Greenpoint,40.72977,-73.9525
Brooklyn,Gowanus,40.6832,-73.98736
Queens,Flushing,40.73067,-73.80691
Manhattan,Financial District,40.7043,-74.00923
Manhattan,East Village,40.72508,-73.97978
Manhattan,Harlem,40.82771,-73.94699
Manhattan,Midtown,40.75228,-73.97195
Brooklyn,Park Slope,40.67443,-73.98367
Brooklyn,Williamsburg,40.71684,-73.9451
Brooklyn,Bedford-Stuyvesant,40.69294,-73.9398
Brooklyn,Clinton Hill,40.6838,-73.96176
Manhattan,East Harlem,40.7901,-73.95053
Brooklyn,Fort Greene,40.68892,-73.97749
Brooklyn,Bushwick,40.70483,-73.91433
Manhattan,Upper West Side,40.80049,-73.96629
Manhattan,Morningside Heights,40.80608,-73.96397
Manhattan,West Village,40.73247,-74.00378
Brooklyn,Greenpoint,40.7268,-73.94072
Queens,East Elmhurst,40.76008,-73.85966
Manhattan,East Village,40.72837,-73.98546
Manhattan,Lower East Side,40.71441,-73.98655
Brooklyn,Williamsburg,40.70683,-73.93312
Manhattan,Chelsea,40.74494,-73.99762
Manhattan,Lower East Side,40.72154,-73.99331
Brooklyn,Clinton Hill,40.69284,-73.96824
Brooklyn,Bedford-Stuyvesant,40.68748,-73.93048
Brooklyn,Greenpoint,40.72397,-73.94695
Manhattan,East Harlem,40.80147,-73.94451
Manhattan,Upper East Side,40.77445,-73.94783
Brooklyn,Prospect-Lefferts Gardens,40.66158,-73.95987
Brooklyn,Bedford-Stuyvesant,40.69818,-73.94154
Manhattan,Harlem,40.8048,-73.94951
Brooklyn,Bushwick,40.68958,-73.91393
Brooklyn,Bedford-Stuyvesant,40.67944,-73.95238
Brooklyn,Clinton Hill,40.68882,-73.96049
Manhattan,Chelsea,40.73851,-73.99746
Manhattan,Chinatown,40.71346,-73.99141
Manhattan,Upper East Side,40.77752,-73.94647
Brooklyn,Downtown Brooklyn,40.69256,-73.99085
Brooklyn,Bushwick,40.70032,-73.92985
Manhattan,Tribeca,40.71503,-74.00702
Queens,Woodside,40.74602,-73.90604
Manhattan,West Village,40.73983,-74.009
Bronx,Van Nest,40.84279,-73.86527
Bronx,Kingsbridge,40.88447,-73.90157
Staten Island,Clifton,40.61603,-74.08666
Queens,Woodside,40.75593,-73.90268
Manhattan,Harlem,40.82908,-73.94671
Manhattan,Nolita,40.72382,-73.99541
Brooklyn,Williamsburg,40.71159,-73.94514
Bronx,Norwood,40.87491,-73.87575
Brooklyn,Williamsburg,40.70471,-73.94151
Brooklyn,Gowanus,40.68015,-73.98795
Manhattan,Greenwich Village,40.72855,-73.99767
Brooklyn,Park Slope,40.66883,-73.98099
Manhattan,Upper West Side,40.77055,-73.98613
Brooklyn,Williamsburg,40.70934,-73.95243
Brooklyn,Flatbush,40.63074,-73.96418
Manhattan,Harlem,40.82394,-73.94432
Brooklyn,Crown Heights,40.66838,-73.96
Manhattan,Upper East Side,40.78281,-73.94516
Manhattan,East Village,40.73215,-73.98804
Brooklyn,Williamsburg,40.71424,-73.94283
Brooklyn,Bushwick,40.69984,-73.93899
Brooklyn,Bedford-Stuyvesant,40.69459,-73.95551
Queens,Astoria,40.76516,-73.92281
Brooklyn,Sunset Park,40.64688,-74.00209
Manhattan,Washington Heights,40.85084,-73.93905
Manhattan,Upper West Side,40.80309,-73.96568
Manhattan,Kips Bay,40.74241,-73.97954
Brooklyn,Gravesend,40.58985,-73.98482
Queens,Springfield Gardens,40.68857,-73.75488
Manhattan,Murray Hill,40.74975,-73.97699
Brooklyn,Bedford-Stuyvesant,40.69224,-73.93219
Brooklyn,Bushwick,40.69608,-73.93133
Brooklyn,Windsor Terrace,40.65136,-73.97689
Manhattan,Hell's Kitchen,40.76028,-73.99014
Queens,Astoria,40.76717,-73.90994
Manhattan,Murray Hill,40.74785,-73.96967
Brooklyn,Williamsburg,40.70511,-73.94474
Brooklyn,Flatbush,40.64429,-73.95732
Brooklyn,Greenpoint,40.71951,-73.95277
Brooklyn,Crown Heights,40.67313,-73.9448
Manhattan,Chelsea,40.74688,-73.99657
Brooklyn,Bedford-Stuyvesant,40.68316,-73.95033
Brooklyn,Prospect-Lefferts Gardens,40.65534,-73.95644
Brooklyn,Bedford-Stuyvesant,40.68518,-73.95328
Queens,Astoria,40.76824,-73.91135
Brooklyn,Williamsburg,40.71298,-73.9485
Brooklyn,Prospect-Lefferts Gardens,40.661,-73.9598
Manhattan,Upper West Side,40.78456,-73.98117
Brooklyn,Crown Heights,40.6752,-73.94366
Brooklyn,Bedford-Stuyvesant,40.68152,-73.94153
Manhattan,Inwood,40.87328,-73.91458
Manhattan,Murray Hill,40.7487,-73.98123
Manhattan,East Harlem,40.78977,-73.9476
Queens,Corona,40.74061,-73.85651
Manhattan,Midtown,40.76739,-73.98225
Brooklyn,Bushwick,40.69164,-73.90577
Brooklyn,East Flatbush,40.63479,-73.94848
Brooklyn,Williamsburg,40.7098,-73.9545
Manhattan,Midtown,40.76511,-73.98046
Brooklyn,Windsor Terrace,40.6597,-73.98318
Manhattan,Chinatown,40.71629,-73.99066
Brooklyn,Bedford-Stuyvesant,40.69538,-73.94657
Brooklyn,Bedford-Stuyvesant,40.68611,-73.95171
Brooklyn,Borough Park,40.61984,-73.97872
Brooklyn,Bushwick,40.69545,-73.91153
Brooklyn,Williamsburg,40.70778,-73.94411
Manhattan,Upper East Side,40.77267,-73.94735
Manhattan,East Harlem,40.8066,-73.9408
Brooklyn,Crown Heights,40.67666,-73.94087
Manhattan,Upper West Side,40.78233,-73.98415
Staten Island,Randall Manor,40.6311,-74.12816
Manhattan,East Harlem,40.80209,-73.93584
Manhattan,Washington Heights,40.85244,-73.9405
Manhattan,Harlem,40.82257,-73.94665
Brooklyn,Bedford-Stuyvesant,40.68263,-73.92264
Manhattan,East Village,40.72341,-73.98534
Manhattan,Hell's Kitchen,40.75803,-73.99853
Brooklyn,Flatbush,40.64366,-73.95794
Bronx,Belmont,40.85828,-73.88559
Brooklyn,Bedford-Stuyvesant,40.68642,-73.92457
Brooklyn,East New York,40.66379,-73.88177
Manhattan,Upper West Side,40.79799,-73.97018
Manhattan,East Village,40.72341,-73.98941
Queens,Richmond Hill,40.70248,-73.81937
Brooklyn,Prospect Heights,40.682,-73.97231
Queens,Astoria,40.75859,-73.91748
Manhattan,Hell's Kitchen,40.76147,-73.99908
Manhattan,Upper West Side,40.78898,-73.97418
Brooklyn,Bedford-Stuyvesant,40.68594,-73.92394
Brooklyn,Brooklyn Heights,40.6936,-73.9935
Manhattan,Harlem,40.82547,-73.94092
Brooklyn,Greenpoint,40.72684,-73.94002
Manhattan,Chelsea,40.73989,-73.99863
Brooklyn,Williamsburg,40.71106,-73.94884
Manhattan,East Harlem,40.79315,-73.93385
Manhattan,Chelsea,40.75206,-73.99829
Brooklyn,Williamsburg,40.71198,-73.9582
Manhattan,Chelsea,40.75003,-73.99647
Manhattan,Upper East Side,40.78314,-73.94659
Manhattan,Washington Heights,40.84243,-73.93693
Manhattan,Washington Heights,40.8335,-73.9468
Manhattan,Harlem,40.80814,-73.94238
Manhattan,Murray Hill,40.74933,-73.9767
Brooklyn,Borough Park,40.6421,-73.99732
Brooklyn,Williamsburg,40.70979,-73.96631
Brooklyn,Bushwick,40.70597,-73.92091
Queens,Elmhurst,40.73491,-73.888
Brooklyn,Canarsie,40.64017,-73.9105
Brooklyn,Boerum Hill,40.68734,-73.98633
Queens,Ditmars Steinway,40.78021,-73.91015
Queens,Rego Park,40.73266,-73.85447
Brooklyn,Borough Park,40.64226,-73.99706
Manhattan,Upper East Side,40.76703,-73.95553
Bronx,Mott Haven,40.81037,-73.91946
Brooklyn,Bushwick,40.70328,-73.91429
Brooklyn,East Flatbush,40.64701,-73.94965
Manhattan,Chelsea,40.74009,-73.99608
Manhattan,Gramercy,40.73442,-73.98383
Brooklyn,Flatbush,40.65229,-73.96551
Brooklyn,Williamsburg,40.71644,-73.94807
Manhattan,Upper West Side,40.77806,-73.98225
Brooklyn,Greenpoint,40.72612,-73.9532
Manhattan,Midtown,40.75459,-73.96706
Brooklyn,Williamsburg,40.70851,-73.95318
Brooklyn,Sunset Park,40.65413,-74.00242
Manhattan,Harlem,40.8,-73.95056
Brooklyn,Williamsburg,40.71276,-73.946
Manhattan,Washington Heights,40.83515,-73.94226
Manhattan,East Harlem,40.8025,-73.93775
Brooklyn,Williamsburg,40.7077,-73.94029
Brooklyn,Bedford-Stuyvesant,40.69129,-73.9523
Brooklyn,Williamsburg,40.71591,-73.94693
Manhattan,Lower East Side,40.72303,-73.98965
Manhattan,Upper West Side,40.77605,-73.98833
Manhattan,Upper West Side,40.77483,-73.98973
Brooklyn,East New York,40.6639,-73.88173
Brooklyn,Bath Beach,40.60554,-74.01044
Brooklyn,Crown Heights,40.6697,-73.95831
Manhattan,Chelsea,40.7478,-73.99995
Manhattan,Gramercy,40.73702,-73.98824
Brooklyn,Sunset Park,40.63801,-74.01665
Brooklyn,Greenpoint,40.72348,-73.94569
Brooklyn,Bedford-Stuyvesant,40.68135,-73.94718
Brooklyn,Sheepshead Bay,40.60475,-73.95987
Brooklyn,Carroll Gardens,40.67666,-74.00055
Brooklyn,East Flatbush,40.63439,-73.94397
Brooklyn,Flatbush,40.63809,-73.96445
Manhattan,East Village,40.72245,-73.98337
Manhattan,Harlem,40.82967,-73.93957
Manhattan,Midtown,40.74649,-73.98684
Manhattan,East Village,40.72388,-73.98411
Manhattan,Murray Hill,40.75069,-73.97973
Manhattan,Inwood,40.86089,-73.92832
Brooklyn,East New York,40.6714,-73.87701
Queens,Astoria,40.76403,-73.90612
Brooklyn,Greenpoint,40.72458,-73.94122
Manhattan,Harlem,40.82434,-73.95066
Queens,Bayside,40.75236,-73.75519
Brooklyn,Bushwick,40.70579,-73.9185
Brooklyn,Bedford-Stuyvesant,40.69134,-73.95551
Brooklyn,Sheepshead Bay,40.58568,-73.93536
Brooklyn,Bedford-Stuyvesant,40.69414,-73.93705
Brooklyn,Crown Heights,40.67096,-73.95261
Brooklyn,Cypress Hills,40.68502,-73.87547
Manhattan,Harlem,40.83021,-73.94114
Brooklyn,Borough Park,40.64061,-73.99631
Manhattan,Chelsea,40.74221,-73.99626
Queens,Astoria,40.76432,-73.91885
Manhattan,West Village,40.73696,-74.00397
Manhattan,Harlem,40.80487,-73.95752
Brooklyn,Bushwick,40.70391,-73.92593
Queens,Springfield Gardens,40.66158,-73.7705
Brooklyn,Prospect-Lefferts Gardens,40.6589,-73.94975
Brooklyn,Williamsburg,40.7207,-73.96087
Queens,East Elmhurst,40.76311,-73.89098
