name,latitude,longitude,address_cleaned,category_group
Stan's Sports Bar,40.826816,-73.926316,"836 River Ave (at E 158th St), Bronx, NY 10451",entertainment_&_leisure
Port Morris Distillery,40.800533,-73.913558,"780 E 133rd St (Willow Ave), Bronx, NY 10454",Other
Mon Amour Coffee & Wine,40.884765,-73.90031,"234 W 238th St (nr Broadway), Bronx, NY 10463",restaurants
Tropicana Theatere & Lounge,40.837487,-73.877802,"1060 Home St (Westchester Ave), Bronx, NY 10459",restaurants
The New York Botanical Garden,40.865424,-73.881592,"2900 Southern Blvd (at Bronx Park Rd), Bronx, NY 10458",parks_&_outdoor
Enid A. Haupt Conservatory,40.865424,-73.881592,"2900 Southern Blvd, Bronx, NY 10458",parks_&_outdoor
Native Plant Garden,40.862752,-73.878385,"Bronx, NY",Other
Van Cortlandt Park,40.892113,-73.89675,"Broadway and Vancortlandt Park S (W. 242nd St.), Bronx, NY 10471",parks_&_outdoor
Pelham Bay Parkway Greenway,40.857365,-73.867375,"Pelham Parkway, Bronx, NY 10462",parks_&_outdoor
Pelham Bay Park,40.8615,-73.7972,"Watt Avenue, Bronx, NY 10465",parks_&_outdoor
Clason Point Park,40.821024,-73.869191,"Bronx, NY 10473",parks_&_outdoor
Claremont Park,40.84049,-73.907494,"Clay Ave (Mount Eden), New York, NY 10457",parks_&_outdoor
E. Mosholu Parkway South and Bainbridge Ave,40.872319,-73.882373,"New York, NY 10467",parks_&_outdoor
Mosholu Gate,40.866466,-73.880974,"Bronx Park Rd, Bronx, NY 10467",Other
Wave Hill,40.900261,-73.91123,"675 W 252nd St (Independence Ave), Bronx, NY 10471",Other
The Christmas House of the Garabedian Family,40.857914,-73.839862,"1605 Pelham Pkwy N, Bronx, NY 10469",cultural
High Bridge,40.842162,-73.92808,"Harlem River, New York, NY 10452",landmarks
Monument Park,40.829911,-73.92569,"Yankee Stadium, Bronx, NY 10452",cultural
Stone Mill,40.859563,-73.876133,"Bronx, NY",landmarks
Bell Tower Park,40.889257,-73.908319,"239th St Henry Hudson Pkwy, New York, NY 10471",parks_&_outdoor
Riverdale Park,40.89518,-73.915332,"Palisade Ave, Bronx, NY 10471",parks_&_outdoor
Starlight Park,40.838953,-73.867093,"Sheridan Expressway (E. 174th Street), Bronx, NY 10460",parks_&_outdoor
Bicentennial Veterans Memorial Park,40.823056,-73.813371,"Throggs Neck Expressway (Weir Creek), Bronx, NY 10465",parks_&_outdoor
Westchester Square,40.844113,-73.845096,"Tremont Av, Bronx, NY 10461",parks_&_outdoor
Zoo Store,40.850227,-73.880155,"Bronx, NY 10460",retail_&_shopping
Shop in the Garden,40.865424,-73.881592,"2900 Southern Blvd, Bronx, NY 10458",retail_&_shopping
Target,40.823519,-73.837396,"815 Hutchinson River Pkwy, Bronx, NY 10465",retail_&_shopping
7-Eleven,40.846683,-73.902037,"1845 Webster Ave, Bronx, NY 10457",retail_&_shopping
Garden Gourmet Market,40.881168,-73.903548,"5665 Broadway (btwn W 233rd & W 234th St), Bronx, NY 10463",retail_&_shopping
Western Beef Retail 35,40.82108,-73.867006,"831 Rosedale Ave (Story avenue), Bronx, NY 10473",retail_&_shopping
ShopRite,40.824109,-73.8564,"1994 Bruckner Blvd, Bronx, NY 10473",retail_&_shopping
Stop & Shop,40.868762,-73.825543,"2136 Bartow Ave, Bronx, NY 10475",retail_&_shopping
Mall At Bay Plaza,40.86385,-73.827469,"200 Baychester Ave, Bronx, NY 10475",retail_&_shopping
ALDI,40.877897,-73.904651,"5532 Broadway, Bronx, NY 10463",retail_&_shopping
Amadiz Cigar,40.851393,-73.788379,"470 City Island Ave, Bronx, NY 10464",retail_&_shopping
BJ's Wholesale Club,40.884007,-73.900369,"184 W 237th St, Bronx, NY 10463",retail_&_shopping
Bay Plaza Shopping Center,40.867365,-73.825231,"2100 Bartow Ave (Baychester ave), Bronx, NY 10475",retail_&_shopping
Key Food Stores Co-Op,40.850374,-73.830574,"3151 Westchester Ave (at Arnow Pl.), Bronx, NY 10461",retail_&_shopping
The Home Depot,40.827024,-73.839709,"2560 Bruckner Blvd, Bronx, NY 10465",Other
Palm Tree Marketplace,40.880574,-73.841119,"3717 Boston Rd (Grace Ave), Bronx, NY 10466",retail_&_shopping
Marshalls,40.868487,-73.829955,"352 Baychester Ave, Bronx, NY 10475",retail_&_shopping
Fine Fair Supermarket,40.829645,-73.872001,"1221 Fteley Ave (Westchester Ave), Bronx, NY 10472",retail_&_shopping
Wine & Liquor Superstore,40.823519,-73.837396,"815 Hutchinson River Pkwy, Bronx, NY 10465",retail_&_shopping
Stop & Shop,40.83814,-73.883821,"961 E 174th St (Bryant Ave), Bronx, NY 10460",retail_&_shopping
Trader Joe's,40.589822,-74.165663,"2385 Richmond Ave (at Nome Ave), Staten Island, NY 10314",retail_&_shopping
Primark,40.580266,-74.166514,"2655 Richmond Ave (in Staten Island Mall), Staten Island, NY 10314",retail_&_shopping
Cake Chef,40.612962,-74.130547,"957 Jewett Ave (Victory Blvd), Staten Island, NY 10314",retail_&_shopping
Jimmy Max,40.616018,-74.138648,"280 Watchogue Rd, Staten Island, NY 10314",restaurants
Max's Es-Ca,40.59149,-74.101254,"1559 Richmond Rd, Staten Island, NY 10304",restaurants
Brother's Pizzeria,40.625568,-74.143845,"750 Port Richmond Ave, Staten Island, NY 10302",restaurants
Rinconcito Paisa,40.625623,-74.155132,"1976 Forest Ave (at Van Name Ave), Staten Island, NY 10303",Other
Clove Lakes Park,40.617922,-74.105621,"1150 Clove Rd, Staten Island, NY 10301",parks_&_outdoor
Royal Crown Bakery,40.59559,-74.085663,"1350 Hylan Blvd (at Quintard St), Staten Island, NY 10305",retail_&_shopping
Silver Lake Park,40.628137,-74.094893,"700 Victory Blvd (at Victory Blvd), Staten Island, NY 10301",parks_&_outdoor
Harbor Eats at Snug Harbor Cultural Center and Botanical Gardens,40.643782,-74.101905,"1000 Richmond Ter (Snug Harbor Rd), Staten Island, NY 10301",cultural
Starbucks,40.521628,-74.235646,"106 Page Ave (at Richmond Valley Plaza), Staten Island, NY 10309",restaurants
Tottenville Hot Bagels & Deli,40.521819,-74.234655,"Page Ave, Staten Island, NY 10309",Other
La Bella Marketplace,40.516974,-74.243873,"99 Ellis St (Arthur Kill Rd.), Staten Island, NY 10307",retail_&_shopping
Conference House Park,40.503139,-74.253253,"7455 Hylan Blvd, Staten Island, NY 10307",parks_&_outdoor
Historic Richmond Town,40.570902,-74.145614,"441 Clarke Ave, Staten Island, NY 10306",cultural
AMC DINE-IN Staten Island 11,40.581221,-74.166991,"2655 Richmond Ave, Staten Island, NY 10314",entertainment_&_leisure
St George Theatre,40.642254,-74.077566,"35 Hyatt St, Staten Island, NY 10301",cultural
Regal Bricktown Charleston,40.530566,-74.229999,"165 Bricktown Way, Staten Island, NY 10309",entertainment_&_leisure
Cobra Sun Studio,40.637317,-74.07684,"194 Bay St (Victory Blvd), Staten Island, NY 10301",Other
Atrium Cinemas,40.559453,-74.163793,"680 Arthur Kill Rd, Staten Island, NY 10308",entertainment_&_leisure
Imax,40.581231,-74.164771,"2655 Richmond Ave, Staten Island, NY 10314",entertainment_&_leisure
"Go! Calendars, Toys & Games",40.581902,-74.165801,"2655 Richmond Ave, Staten Island, NY 10314",entertainment_&_leisure
Staten Island Historical Society,40.569961,-74.144616,"441 Clarke Ave, Staten Island, NY 10306",cultural
Third County Courthouse,40.570957,-74.145573,"Court Place (Center Street), Staten Island, NY 10306",cultural
Thomas Kinkade Gallery,40.582057,-74.166025,"2655 Richmond Ave, Staten Island, NY 10314",cultural
Salvatore Eretto Auditorium,40.56809,-74.115729,"485 Clawson St, Staten Island, NY 10306",cultural
F2K Entertainment,40.553264,-74.141122,"6 Cranford St, Staten Island, NY 10308",Other
Bee-Line Entertainment,40.562882,-74.181215,"5 Chatham St, Staten Island, NY 10312",Other
Showplace Entertainment Center,40.589016,-74.191794,"141 E Service Rd, Staten Island, NY 10314",entertainment_&_leisure
The Hollaback Hut,40.611994,-74.1248,"19-27 Lester St, Staten Island, NY 10314",bars_&_clubs
Painting with a Twist,40.575431,-74.105489,"2271 Hylan Blvd, Staten Island, NY 10306",Other
Alamo Drafthouse Staten Island,40.56626994407817,-74.10955846309662,"2636 Hylan Blvd, Staten Island, NY 10306",entertainment_&_leisure
Funworks,40.576052,-74.104485,"2239 Hylan Blvd, Staten Island, NY 10306",Other
Krissy's Alley,40.553256,-74.173359,"138 Stroud Ave, Staten Island, NY 10312",entertainment_&_leisure
Tommy's Tavern + Tap,40.581046,-74.167462,"2655 Richmond Ave, Staten Island, NY 10314",bars_&_clubs
Cake Chef,40.612962,-74.130547,"957 Jewett Ave (Victory Blvd), Staten Island, NY 10314",retail_&_shopping
Brother's Pizzeria,40.625568,-74.143845,"750 Port Richmond Ave, Staten Island, NY 10302",restaurants
Starbucks,40.586693,-74.167748,"2505 Richmond Ave (at Richmond Hill Rd), Staten Island, NY 10314",restaurants
Max's Es-Ca,40.59149,-74.101254,"1559 Richmond Rd, Staten Island, NY 10304",restaurants
Jimmy Max,40.616018,-74.138648,"280 Watchogue Rd, Staten Island, NY 10314",restaurants
Joe & Pat's,40.612988,-74.122011,"1758 Victory Blvd, Staten Island, NY 10314",restaurants
Royal Crown Bakery,40.59559,-74.085663,"1350 Hylan Blvd (at Quintard St), Staten Island, NY 10305",retail_&_shopping
Bagels & Buns,40.610457,-74.146644,"2491 Victory Blvd (at Stewart Ave), Staten Island, NY 10314",restaurants
Scoops Ice Cream & Cafe,40.613125,-74.13051,"949 Jewett Ave (btwn Victory Blvd & Coale Ave), Staten Island, NY 10314",restaurants
Heartland Bagels,40.591273,-74.163896,"2311 Richmond Ave, Staten Island, NY 10314",restaurants
Panini Grill,40.630083,-74.108089,"538 Forest Ave (at Davis Ave), Staten Island, NY 10310",restaurants
La Piazza,40.611766,-74.157415,"1445 Richmond Ave, Staten Island, NY 10314",restaurants
Precious Island Dim Sum,40.570608,-74.110438,"366 New Dorp Ln, Staten Island, NY 10306",restaurants
Jody's Club Forest,40.630797,-74.101844,"372 Forest Ave (Hart), Staten Island, NY 10301",entertainment_&_leisure
Nino's Restaurant,40.59834,-74.079768,"1110 Hylan Blvd (at Lamport Blvd), Staten Island, NY 10305",restaurants
Cole's Dockside,40.54273,-74.142459,"369 Cleveland Ave, Staten Island, NY 10308",restaurants
La Fontana Restaurant,40.56827,-74.126485,"2879 Amboy Rd, Staten Island, NY 10306",restaurants
Starbucks,40.612257,-74.132608,"2070 Victory Blvd (at Bradley Ave), Staten Island, NY 10314",restaurants
Blue,40.645398,-74.107683,"1115 Richmond Ter (at Snug Harbor Rd), Staten Island, NY 10310",restaurants
Tommy's Tavern + Tap,40.581046,-74.167462,"2655 Richmond Ave, Staten Island, NY 10314",bars_&_clubs
Jody's Club Forest,40.630797,-74.101844,"372 Forest Ave (Hart), Staten Island, NY 10301",entertainment_&_leisure
Duffy's,40.629634,-74.110641,"650 Forest Ave, Staten Island, NY 10310",bars_&_clubs
Kills Boro Brewing Co,40.636436,-74.077501,"62 Van Duzer St, Staten Island, NY 10301",restaurants
Pier 76 Italian Restaurant,40.640147,-74.075823,"76 Bay St (at Slosson Terace), Staten Island, NY 10301",bars_&_clubs
Miller's Ale House,40.575123,-74.16934,"2883 Richmond Ave, Staten Island, NY 10314",Other
The Hop Shoppe,40.629152,-74.079816,"372 Van Duzer St (Beach St), Staten Island, NY 10304",entertainment_&_leisure
Killmeyer S Old Bavari,40.538483,-74.237178,"4254 Arthur Kill Rd, Staten Island, NY 10309",restaurants
Sofia's Taqueria,40.618831,-74.069329,"977 Bay St, Staten Island, NY 10305",restaurants
Chili's Grill & Bar,40.611659,-74.159283,"1497 Richmond Ave (at Akron St), Staten Island, NY 10314",bars_&_clubs
Flagship Brewing Co,40.637296,-74.075663,"40 Minthorne St (Victory Blvd), Staten Island, NY 10301",restaurants
Griff's Place,40.565717,-74.100574,"702 New Dorp Ln, Staten Island, NY 10306",entertainment_&_leisure
Mother Pugs Saloon,40.625598,-74.13522,"1371 Forest Ave (Path Mark Super Center‎), Staten Island, NY 10302",bars_&_clubs
The Kettle Black,40.631026,-74.103292,"415 Forest Ave (Kissel Avenue and Walbrooke Avenue), Staten Island, NY 10301",restaurants
Steiny's Pub,40.642333,-74.076654,"3 Hyatt St (btwn Stuyvesant & St Marks Pl), Staten Island, NY 10301",entertainment_&_leisure
Joyce’s Tavern,40.545086,-74.165438,"3823 Richmond Ave, Staten Island, NY 10312",bars_&_clubs
1001 Nights Cafe & Lounge,40.598331,-74.161935,"2025 Richmond Ave, Staten Island, NY 10314",bars_&_clubs
Rosebank Tavern,40.612482,-74.065149,"1258 Bay St, Staten Island, NY 10305",bars_&_clubs
South Shore Bar & Grill,40.515628,-74.249378,"225 Ellis St, Staten Island, NY 10307",entertainment_&_leisure
Lily Red's Bar & Grille,40.513679,-74.196387,"507 Seguine Ave, Staten Island, NY 10309",bars_&_clubs
Greenbelt Nature Center,40.591761,-74.139274,"501 Brielle Ave (Rockland Ave), Staten Island, NY 10314",parks_&_outdoor
Historic Richmond Town,40.570902,-74.145614,"441 Clarke Ave, Staten Island, NY 10306",cultural
Clove Lakes Park,40.617922,-74.105621,"1150 Clove Rd, Staten Island, NY 10301",parks_&_outdoor
Franklin D. Roosevelt Boardwalk,40.579651,-74.075996,"Father Capodanno Blvd (at Seaview Ave), Staten Island, NY 10305",parks_&_outdoor
Gateway Beach,40.537185,-74.129264,"Great Kills Park (Hylan Blvd.), Staten Island, NY 10308",parks_&_outdoor
Silver Lake Park,40.628137,-74.094893,"700 Victory Blvd (at Victory Blvd), Staten Island, NY 10301",parks_&_outdoor
Midland Beach Board Walk,40.572757,-74.087637,"Midland Beach, Staten Island, NY 10305",parks_&_outdoor
Chinese Scholar's Garden,40.641991,-74.104271,"Staten Island, NY 10301",landmarks
Conference House Park,40.503139,-74.253253,"7455 Hylan Blvd, Staten Island, NY 10307",parks_&_outdoor
Seaside Wildlife Nature Park,40.54083,-74.14303,"Nelson Ave, Staten Island, NY 10308",parks_&_outdoor
Henry Kaufmann Campgrounds,40.596715,-74.120325,"1131 Manor Rd, Staten Island, NY 10314",parks_&_outdoor
Tappen Park,40.626869,-74.076672,"BAY St (btwn Water & Canal St), Staten Island, NY 10304",parks_&_outdoor
Arthur Von Briesen Park,40.606728,-74.060951,"1497 Bay St, Staten Island, NY 10305",parks_&_outdoor
Lemon Creek Fishing Pier,40.510924,-74.209742,"527 Sharrott Ave (Hylan Blvd), Staten Island, NY 10309",parks_&_outdoor
Willowbrook Park,40.604136,-74.158613,"1 Eton Pl, Staten Island, NY 10314",parks_&_outdoor
Miller Field,40.568333,-74.099464,"722 New Dorp Ln, Staten Island, NY 10306",parks_&_outdoor
Randolph Walker Park,40.643597,-74.110397,"New York, NY 10310",parks_&_outdoor
The Heartland,40.584312,-74.153106,"24 Nome Ave, Staten Island, NY 10314",landmarks
The Greenbelt High Rock Park,40.588689,-74.148809,"Staten Island, NY 10314",parks_&_outdoor
Greenbelt Trail,40.588383,-74.146314,"854 Rockland Ave, Staten Island, NY 10314",parks_&_outdoor
Trader Joe's,40.589822,-74.165663,"2385 Richmond Ave (at Nome Ave), Staten Island, NY 10314",retail_&_shopping
Primark,40.580266,-74.166514,"2655 Richmond Ave (in Staten Island Mall), Staten Island, NY 10314",retail_&_shopping
HomeGoods,40.565149,-74.113082,"2718 Hylan Blvd, Staten Island, NY 10306",retail_&_shopping
Stop & Shop,40.626236,-74.135508,"1351 Forest Ave (Barret Ave), Staten Island, NY 10302",retail_&_shopping
HomeGoods,40.574157,-74.16734,"2875 Richmond Ave, Staten Island, NY 10314",retail_&_shopping
Costco,40.572672,-74.168451,"2975 Richmond Ave (at Forest Hill Rd), Staten Island, NY 10314",retail_&_shopping
City Wine Cellar,40.591221,-74.16385,"2295 Richmond Ave (Nome Ave & Travis Ave), Staten Island, NY 10314",retail_&_shopping
Dollar Tree,40.624775,-74.156534,"2040 Forest Ave, Staten Island, NY 10303",retail_&_shopping
Walgreens,40.559811,-74.166332,"758 Arthur Kill Rd, Staten Island, NY 10312",Other
Target Pharmacy,40.574818,-74.166846,"2873 Richmond Ave, Staten Island, NY 10314",Other
Nitecap,40.613519,-74.180795,"690 Gulf Ave, Staten Island, NY 10314",retail_&_shopping
Kohl's,40.628148,-74.164827,"2239 Forest Ave (at South Ave), Staten Island, NY 10303",retail_&_shopping
JCPenney,40.581256,-74.163902,"140 Marsh Ave, Staten Island, NY 10314",retail_&_shopping
Walgreens,40.603666,-74.120225,"955 Manor Rd, Staten Island, NY 10314",Other
La Bella Marketplace,40.516974,-74.243873,"99 Ellis St (Arthur Kill Rd.), Staten Island, NY 10307",retail_&_shopping
CVS Pharmacy,40.549661,-74.152323,"4065 Amboy Rd, Staten Island, NY 10308",Other
CVS Pharmacy,40.56649,-74.113269,"2690 Hylan Blvd, Staten Island, NY 10306",Other
Staples,40.583824,-74.09619,"1885 Hylan Blvd, Staten Island, NY 10305",retail_&_shopping
Dollar Tree,40.52131,-74.215241,"6410 Amboy Rd, Staten Island, NY 10309",retail_&_shopping
Family Fruit,40.575244,-74.104495,"320 Greeley Ave, Staten Island, NY 10306",retail_&_shopping
